abstained,answer,answer_em,answer_f1,branch,candidate_ids,citation_validity,context_chars,context_ids,end_to_end_ms,fallback,generation_error,generation_ms,generator_completion_tokens,generator_model,generator_prompt_tokens,index_ms_once,language,mrr_10_candidates,mrr_10_context,ndcg_10_candidates,ndcg_10_context,online_cost_usd,query,query_id,recall_candidate_k,recall_context_k,references,rerank_ms,reranker_error,reranker_input_tokens,reranker_output_tokens,reranker_requested_model,reranker_resolved_model,retrieval_ms,retry_count,run_kind,source_contains_gold,split,wrong_answer
False,,,,B,13734012|18617259|17333231|42240424|695938|1292369|16737163|11880289|103007|52180874|23531592|40769868|1171121|8963413|19824183|5710820|39291138|18340282|11718220|53302393,,6000,13734012|52180874|18617259|18340282|8963413,360.6192920015019,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,1/2000 in UK have abnormal PrP positivity.,5,1.0,1.0,,350.6935000004887,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,9.925792001013178,0,fixture,,test,False
False,,,,D,13734012|18617259|17333231|42240424|695938|1292369|16737163|11880289|103007|52180874|23531592|40769868|1171121|8963413|19824183|5710820|39291138|18340282|11718220|53302393,,6000,13734012|11880289|103007|53302393|18617259,10.286167002050206,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,1/2000 in UK have abnormal PrP positivity.,5,1.0,1.0,,0.3603750010370277,,,,fixture-not-jev,fixture-not-jev,9.925792001013178,0,fixture,,test,False
False,,,,B,16686383|3400973|27134931|8747771|23664875|26182390|13613916|8250852|9704467|39758684|27274441|42421723|4414481|15327601|10300888|14446279|23604601|21425864|7211056|25742205,,6000,8250852|10300888|7211056|23664875|16686383,328.510165996704,False,,0.0,,,,,en,0.0,0.5,0.0,0.6309297535714575,0.0,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",575,1.0,1.0,,314.67262499791104,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,13.837540998792974,0,fixture,,test,False
False,,,,D,16686383|3400973|27134931|8747771|23664875|26182390|13613916|8250852|9704467|39758684|27274441|42421723|4414481|15327601|10300888|14446279|23604601|21425864|7211056|25742205,,5471,27274441|16686383|3400973|27134931|8747771,14.071082998270867,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",575,1.0,0.0,,0.23354199947789311,,,,fixture-not-jev,fixture-not-jev,13.837540998792974,0,fixture,,test,False
False,,,,A,16686383|3400973|27134931|8747771|23664875|26182390|13613916|8250852|9704467|39758684|27274441|42421723|4414481|15327601|10300888|14446279|23604601|21425864|7211056|25742205,,6000,16686383|3400973|27134931|8747771|23664875,13.837540998792974,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",575,1.0,0.0,,0.0,,,,,,13.837540998792974,0,fixture,,test,False
False,,,,D,37156349|1642727|14079881|21274919|2028532|15041758|24396137|39443128|20606520|58564850|23862975|13083189|10010651|43220289|6647414|18025240|24865781|26107000|3202143|15678772,,6000,37156349|1642727|14079881|21274919|2028532,12.05929200295941,False,,0.0,,,,,en,0.5,0.5,0.6309297535714575,0.6309297535714575,0.0,Participating in six months of physical activity improves cognitive functioning.,921,1.0,1.0,,0.3847920015687123,,,,fixture-not-jev,fixture-not-jev,11.674500001390697,0,fixture,,test,False
False,,,,A,37156349|1642727|14079881|21274919|2028532|15041758|24396137|39443128|20606520|58564850|23862975|13083189|10010651|43220289|6647414|18025240|24865781|26107000|3202143|15678772,,6000,37156349|1642727|14079881|21274919|2028532,11.674500001390697,False,,0.0,,,,,en,0.5,0.5,0.6309297535714575,0.6309297535714575,0.0,Participating in six months of physical activity improves cognitive functioning.,921,1.0,1.0,,0.0,,,,,,11.674500001390697,0,fixture,,test,False
False,,,,B,37156349|1642727|14079881|21274919|2028532|15041758|24396137|39443128|20606520|58564850|23862975|13083189|10010651|43220289|6647414|18025240|24865781|26107000|3202143|15678772,,6000,1642727|2028532|15041758|23862975|24396137,360.87562500324566,False,,0.0,,,,,en,0.5,1.0,0.6309297535714575,1.0,0.0,Participating in six months of physical activity improves cognitive functioning.,921,1.0,1.0,,349.20112500185496,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,11.674500001390697,0,fixture,,test,False
False,,,,A,17997584|15405204|12130690|2462673|22544171|516867|1617327|20942644|18747744|35684881|22312627|5752492|3984231|34753204|7717468|14926162|26008063|10534299|3504761|5372773,,6000,17997584|15405204|12130690|2462673|22544171,13.642457997775637,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,327,1.0,1.0,,0.0,,,,,,13.642457997775637,0,fixture,,test,False
False,,,,B,17997584|15405204|12130690|2462673|22544171|516867|1617327|20942644|18747744|35684881|22312627|5752492|3984231|34753204|7717468|14926162|26008063|10534299|3504761|5372773,,6000,17997584|12130690|26008063|3984231|34753204,355.74116699717706,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,327,1.0,1.0,,342.0987089994014,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,13.642457997775637,0,fixture,,test,False
False,,,,D,17997584|15405204|12130690|2462673|22544171|516867|1617327|20942644|18747744|35684881|22312627|5752492|3984231|34753204|7717468|14926162|26008063|10534299|3504761|5372773,,6000,17997584|12130690|516867|15405204|2462673,13.90858299782849,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,327,1.0,1.0,,0.26612500005285256,,,,fixture-not-jev,fixture-not-jev,13.642457997775637,0,fixture,,test,False
False,,,,B,33872649|1631583|2140513|20101846|22490293|15462523|19756935|13915464|14717500|8604837|9599194|6112053|51728753|25536577|7681810|7157436|109795294|13916951|40558887|4311206,,6000,33872649|19756935|40558887|6112053|22490293,270.4710830003023,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Anthrax spores can be disposed of easily after they are dispersed.,115,1.0,1.0,,258.58016699930886,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,11.890916000993457,0,fixture,,test,False
False,,,,D,33872649|1631583|2140513|20101846|22490293|15462523|19756935|13915464|14717500|8604837|9599194|6112053|51728753|25536577|7681810|7157436|109795294|13916951|40558887|4311206,,6000,22490293|15462523|14717500|8604837|9599194,12.15158299964969,False,,0.0,,,,,en,1.0,0.0,1.0,0.0,0.0,Anthrax spores can be disposed of easily after they are dispersed.,115,1.0,0.0,,0.2606669986562338,,,,fixture-not-jev,fixture-not-jev,11.890916000993457,0,fixture,,test,False
False,,,,A,33872649|1631583|2140513|20101846|22490293|15462523|19756935|13915464|14717500|8604837|9599194|6112053|51728753|25536577|7681810|7157436|109795294|13916951|40558887|4311206,,6000,33872649|1631583|2140513|20101846|22490293,11.890916000993457,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Anthrax spores can be disposed of easily after they are dispersed.,115,1.0,1.0,,0.0,,,,,,11.890916000993457,0,fixture,,test,False
False,,,,D,10627801|1569031|16058322|2566674|14474178|52095986|3981729|6144337|44366096|31272411|12149169|21598000|19822046|2319305|6426919|4429388|8759633|24705390|31107919|8748720,,6000,10627801|16058322|52095986|3981729|6144337,12.33741600299254,False,,0.0,,,,,en,0.1,0.0,0.2890648263178879,0.0,0.0,The PRR MDA5 has a central DExD/H RNA helices domain.,1179,1.0,0.0,,0.34295800287509337,,,,fixture-not-jev,fixture-not-jev,11.994458000117447,0,fixture,,test,False
False,,,,A,10627801|1569031|16058322|2566674|14474178|52095986|3981729|6144337|44366096|31272411|12149169|21598000|19822046|2319305|6426919|4429388|8759633|24705390|31107919|8748720,,6000,10627801|1569031|16058322|2566674|14474178,11.994458000117447,False,,0.0,,,,,en,0.1,0.0,0.2890648263178879,0.0,0.0,The PRR MDA5 has a central DExD/H RNA helices domain.,1179,1.0,0.0,,0.0,,,,,,11.994458000117447,0,fixture,,test,False
False,,,,B,10627801|1569031|16058322|2566674|14474178|52095986|3981729|6144337|44366096|31272411|12149169|21598000|19822046|2319305|6426919|4429388|8759633|24705390|31107919|8748720,,6000,10627801|14474178|16058322|44366096|4429388,352.5219160001143,False,,0.0,,,,,en,0.1,0.0,0.2890648263178879,0.0,0.0,The PRR MDA5 has a central DExD/H RNA helices domain.,1179,1.0,0.0,,340.52745799999684,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,11.994458000117447,0,fixture,,test,False
False,,,,A,5912283|24865781|24159217|24346598|7627167|6191684|7239105|39532074|12672066|45581752|28542402|4587978|33884866|37156349|31554917|7965928|22467585|18207615|26720366|19529370,,6000,5912283|24865781|24159217|24346598|7627167,10.553957999945851,False,,0.0,,,,,en,1.0,1.0,0.6131471927654584,0.6131471927654584,0.0,Insomnia can be effectively treated with cognitive behavioral therapy.,641,1.0,0.5,,0.0,,,,,,10.553957999945851,0,fixture,,test,False
False,,,,B,5912283|24865781|24159217|24346598|7627167|6191684|7239105|39532074|12672066|45581752|28542402|4587978|33884866|37156349|31554917|7965928|22467585|18207615|26720366|19529370,,6000,5912283|6191684|22467585|24159217|33884866,360.5400830019789,False,,0.0,,,,,en,1.0,1.0,0.6131471927654584,0.6131471927654584,0.0,Insomnia can be effectively treated with cognitive behavioral therapy.,641,1.0,0.5,,349.9861250020331,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,10.553957999945851,0,fixture,,test,False
False,,,,D,5912283|24865781|24159217|24346598|7627167|6191684|7239105|39532074|12672066|45581752|28542402|4587978|33884866|37156349|31554917|7965928|22467585|18207615|26720366|19529370,,6000,19529370|5912283|24159217|7627167|7239105,10.878042001422727,False,,0.0,,,,,en,1.0,0.5,0.6131471927654584,0.38685280723454163,0.0,Insomnia can be effectively treated with cognitive behavioral therapy.,641,1.0,0.5,,0.32408400147687644,,,,fixture-not-jev,fixture-not-jev,10.553957999945851,0,fixture,,test,False
False,,,,B,24142891|20943272|8219248|4407455|13779605|19828689|34876410|11557602|33063763|38485364|19756935|21164071|27588420|36180468|21108759|37699461|20675284|24989194|31107919|43661837,,6000,24142891|19828689|36180468|21108759|20943272,367.5510419998318,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,The extracellular domain of TMEM27 is cleaved in human beta cells.,1216,1.0,1.0,,352.336625001044,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,15.214416998787783,0,fixture,,test,False
False,,,,D,24142891|20943272|8219248|4407455|13779605|19828689|34876410|11557602|33063763|38485364|19756935|21164071|27588420|36180468|21108759|37699461|20675284|24989194|31107919|43661837,,5610,24142891|13779605|34876410|33063763|38485364,15.493167000386165,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,The extracellular domain of TMEM27 is cleaved in human beta cells.,1216,1.0,1.0,,0.27875000159838237,,,,fixture-not-jev,fixture-not-jev,15.214416998787783,0,fixture,,test,False
False,,,,A,24142891|20943272|8219248|4407455|13779605|19828689|34876410|11557602|33063763|38485364|19756935|21164071|27588420|36180468|21108759|37699461|20675284|24989194|31107919|43661837,,6000,24142891|20943272|8219248|4407455|13779605,15.214416998787783,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,The extracellular domain of TMEM27 is cleaved in human beta cells.,1216,1.0,1.0,,0.0,,,,,,15.214416998787783,0,fixture,,test,False
False,,,,D,52805891|12658073|21874312|3672261|25973484|24625323|13441037|22843838|18340282|38794814|25315295|41310252|4164929|3315558|26596106|13083189|17415081|24896957|120626|1831916,,6000,52805891|12658073|25973484|13441037|18340282,10.34520799657912,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,Obesity is determined solely by environmental factors.,873,0.2,0.0,,0.3390829988347832,,,,fixture-not-jev,fixture-not-jev,10.006124997744337,0,fixture,,test,False
False,,,,A,52805891|12658073|21874312|3672261|25973484|24625323|13441037|22843838|18340282|38794814|25315295|41310252|4164929|3315558|26596106|13083189|17415081|24896957|120626|1831916,,6000,52805891|12658073|21874312|3672261|25973484,10.006124997744337,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,Obesity is determined solely by environmental factors.,873,0.2,0.0,,0.0,,,,,,10.006124997744337,0,fixture,,test,False
False,,,,B,52805891|12658073|21874312|3672261|25973484|24625323|13441037|22843838|18340282|38794814|25315295|41310252|4164929|3315558|26596106|13083189|17415081|24896957|120626|1831916,,6000,13083189|12658073|18340282|52805891|41310252,358.16245899695787,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,Obesity is determined solely by environmental factors.,873,0.2,0.0,,348.15633399921353,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,10.006124997744337,0,fixture,,test,False
False,,,,A,20381484|2831620|25748308|2139357|18678095|665817|22968257|13639330|43156471|14972169|32985041|1754001|14171859|37248765|15215393|7137057|5704562|39728826|9638032|19138874,,6000,20381484|2831620|25748308|2139357|18678095,6.913166998856468,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,1062,1.0,1.0,,0.0,,,,,,6.913166998856468,0,fixture,,test,False
False,,,,B,20381484|2831620|25748308|2139357|18678095|665817|22968257|13639330|43156471|14972169|32985041|1754001|14171859|37248765|15215393|7137057|5704562|39728826|9638032|19138874,,5813,20381484|1754001|25748308|32985041|43156471,363.837375996809,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,1062,1.0,1.0,,356.9242089979525,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,6.913166998856468,0,fixture,,test,False
False,,,,D,20381484|2831620|25748308|2139357|18678095|665817|22968257|13639330|43156471|14972169|32985041|1754001|14171859|37248765|15215393|7137057|5704562|39728826|9638032|19138874,,5362,20381484|13639330|37248765|19138874|25748308,7.171917000960093,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,1062,1.0,1.0,,0.25875000210362487,,,,fixture-not-jev,fixture-not-jev,6.913166998856468,0,fixture,,test,False
False,,,,B,14637235|8331432|15926408|12588500|13907427|18038955|8577229|14853989|18037805|34105878|14145440|8267678|23440856|25041967|20231138|12086599|23269537|9306247|19485243|23586085,,5903,14637235|12086599|12588500|14853989|23269537,364.4208340010664,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,436,1.0,1.0,,348.90174999964074,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,15.519084001425654,0,fixture,,test,False
False,,,,D,14637235|8331432|15926408|12588500|13907427|18038955|8577229|14853989|18037805|34105878|14145440|8267678|23440856|25041967|20231138|12086599|23269537|9306247|19485243|23586085,,5473,8331432|14637235|18038955|8577229|23440856,15.758334004203789,False,,0.0,,,,,en,1.0,0.5,1.0,0.6309297535714575,0.0,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,436,1.0,1.0,,0.23925000277813524,,,,fixture-not-jev,fixture-not-jev,15.519084001425654,0,fixture,,test,False
False,,,,A,14637235|8331432|15926408|12588500|13907427|18038955|8577229|14853989|18037805|34105878|14145440|8267678|23440856|25041967|20231138|12086599|23269537|9306247|19485243|23586085,,5755,14637235|8331432|15926408|12588500|13907427,15.519084001425654,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,436,1.0,1.0,,0.0,,,,,,15.519084001425654,0,fixture,,test,False
False,,,,D,39281140|3981244|5835149|5850219|308862|5691302|27466734|2496002|24586989|3413083|6112053|33533307|39970500|15669393|2867345|6421734|841371|8520041|13883546|118568,,6000,39281140|3981244|308862|2496002|5835149,20.363374998851214,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1086,1.0,1.0,,0.4537499989964999,,,,fixture-not-jev,fixture-not-jev,19.909624999854714,0,fixture,,test,False
False,,,,A,39281140|3981244|5835149|5850219|308862|5691302|27466734|2496002|24586989|3413083|6112053|33533307|39970500|15669393|2867345|6421734|841371|8520041|13883546|118568,,6000,39281140|3981244|5835149|5850219|308862,19.909624999854714,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1086,1.0,1.0,,0.0,,,,,,19.909624999854714,0,fixture,,test,False
False,,,,B,39281140|3981244|5835149|5850219|308862|5691302|27466734|2496002|24586989|3413083|6112053|33533307|39970500|15669393|2867345|6421734|841371|8520041|13883546|118568,,6000,39281140|308862|33533307|3981244|118568,378.02633400133345,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,1086,1.0,1.0,,358.11670900147874,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,19.909624999854714,0,fixture,,test,False
False,,,,A,10559501|26873988|6820680|6404801|11784947|44737533|32556431|5137019|5838067|2638387|32720933|20261352|7820043|5633957|40584205|7137057|16058322|44366096|9021186|153744,,6000,10559501|26873988|6820680|6404801|11784947,8.43075000011595,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,544,0.0,0.0,,0.0,,,,,,8.43075000011595,0,fixture,,test,False
False,,,,B,10559501|26873988|6820680|6404801|11784947|44737533|32556431|5137019|5838067|2638387|32720933|20261352|7820043|5633957|40584205|7137057|16058322|44366096|9021186|153744,,6000,10559501|5137019|5838067|9021186|11784947,353.5196660013753,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,544,0.0,0.0,,345.08891600125935,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,8.43075000011595,0,fixture,,test,False
False,,,,D,10559501|26873988|6820680|6404801|11784947|44737533|32556431|5137019|5838067|2638387|32720933|20261352|7820043|5633957|40584205|7137057|16058322|44366096|9021186|153744,,6000,10559501|11784947|5137019|5838067|2638387,8.700125003088033,False,,0.0,,,,,en,0.0,0.0,0.0,0.0,0.0,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,544,0.0,0.0,,0.26937500297208317,,,,fixture-not-jev,fixture-not-jev,8.43075000011595,0,fixture,,test,False
False,,,,B,4381486|4398832|25516011|2547636|34982259|15728433|92499|22186938|7583161|22973574|2701077|3391547|10526279|13116880|40234452|2853291|18374364|23727313|20186814|10165258,,6000,4381486|4398832|18374364|40234452|22186938,299.29279100178974,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,All hematopoietic stem cells segregate their chromosomes randomly.,100,1.0,1.0,,290.35612500229036,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,8.936665999499382,0,fixture,,test,False
False,,,,D,4381486|4398832|25516011|2547636|34982259|15728433|92499|22186938|7583161|22973574|2701077|3391547|10526279|13116880|40234452|2853291|18374364|23727313|20186814|10165258,,4852,4381486|18374364|25516011|2547636|34982259,9.166291001747595,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,All hematopoietic stem cells segregate their chromosomes randomly.,100,1.0,1.0,,0.2296250022482127,,,,fixture-not-jev,fixture-not-jev,8.936665999499382,0,fixture,,test,False
False,,,,A,4381486|4398832|25516011|2547636|34982259|15728433|92499|22186938|7583161|22973574|2701077|3391547|10526279|13116880|40234452|2853291|18374364|23727313|20186814|10165258,,5255,4381486|4398832|25516011|2547636|34982259,8.936665999499382,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,All hematopoietic stem cells segregate their chromosomes randomly.,100,1.0,1.0,,0.0,,,,,,8.936665999499382,0,fixture,,test,False
False,,,,D,20532591|29381091|14865329|32955023|41790911|26902591|39187170|27686445|970012|4319174|13000926|36838958|79447|6227220|52865789|5687200|25817686|16905344|3083927|6042706,,6000,20532591|29381091|14865329|27686445|41790911,9.373249999043765,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,1107,1.0,1.0,,0.3908750004484318,,,,fixture-not-jev,fixture-not-jev,8.982374998595333,0,fixture,,test,False
False,,,,A,20532591|29381091|14865329|32955023|41790911|26902591|39187170|27686445|970012|4319174|13000926|36838958|79447|6227220|52865789|5687200|25817686|16905344|3083927|6042706,,6000,20532591|29381091|14865329|32955023|41790911,8.982374998595333,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,1107,1.0,1.0,,0.0,,,,,,8.982374998595333,0,fixture,,test,False
False,,,,B,20532591|29381091|14865329|32955023|41790911|26902591|39187170|27686445|970012|4319174|13000926|36838958|79447|6227220|52865789|5687200|25817686|16905344|3083927|6042706,,6000,20532591|29381091|14865329|970012|36838958,355.91316699719755,False,,0.0,,,,,en,1.0,1.0,1.0,1.0,0.0,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,1107,1.0,1.0,,346.9307919986022,,,,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,8.982374998595333,0,fixture,,test,False
